"data","faturamento","qtd_vendas","ticket_medio"
"2021-01-06","252332.69","31","8139.76"
"2022-12-11","309563.09","33","9380.70"
"2021-08-03","299275.13","31","9654.04"
"2023-04-24","251295.35","35","7179.87"
"2020-07-08","205776.79","30","6859.23"
"2022-12-25","254488.42","33","7711.77"
"2019-02-07","202275.26","29","6975.01"
"2015-09-08","134450.00","17","7908.82"
"2025-05-02","284161.28","41","6930.76"
"2024-12-26","277404.81","38","7300.13"
"2017-06-15","74941.00","20","3747.05"
"2022-05-23","199930.37","33","6058.50"
"2015-03-03","139322.00","38","3666.37"
"2018-11-01","136419.43","26","5246.90"
"2023-12-04","226584.21","35","6473.83"
"2024-11-12","210792.24","38","5547.16"
"2019-05-31","229873.33","29","7926.67"
"2017-02-19","89108.00","27","3300.30"
"2015-09-01","123557.00","40","3088.93"
"2015-05-03","119077.00","22","5412.59"
"2019-07-10","230004.86","29","7931.20"
"2019-08-08","236518.34","28","8447.08"
"2016-07-10","94395.00","33","2860.45"
"2018-10-02","167269.52","26","6433.44"
"2024-08-30","265713.53","38","6992.46"
"2016-03-24","106903.00","33","3239.48"
"2024-06-24","380568.96","38","10014.97"
"2023-04-09","273750.11","35","7821.43"
"2018-12-14","145890.05","26","5611.16"
"2021-04-01","121733.26","31","3926.88"
"2021-11-02","192721.32","32","6022.54"
"2016-10-24","71155.00","28","2541.25"
"2023-10-03","262610.10","36","7294.73"
"2016-10-07","79759.00","27","2954.04"
"2016-01-26","134922.00","35","3854.91"
"2018-09-18","174042.00","27","6446.00"
"2015-05-21","94280.00","29","3251.03"
"2023-02-27","284064.23","36","7890.67"
"2023-02-12","268372.55","36","7454.79"
"2024-01-02","277270.79","38","7296.60"
"2021-05-30","252143.48","31","8133.66"
"2021-08-09","237622.36","32","7425.70"
"2020-10-29","221630.46","31","7149.37"
"2019-01-22","244474.79","29","8430.17"
"2020-03-29","246756.93","31","7959.90"
"2021-08-08","280727.94","32","8772.75"
"2019-01-13","204856.61","29","7064.02"
"2016-12-05","81278.00","26","3126.08"
"2023-02-21","305661.91","36","8490.61"
"2023-09-26","215638.70","35","6161.11"
"2021-12-10","210890.39","32","6590.32"
"2018-06-02","194569.64","26","7483.45"
"2022-06-08","318248.51","34","9360.25"
"2024-02-02","364226.09","38","9584.90"
"2019-12-15","199387.14","29","6875.42"
"2018-12-22","188887.34","27","6995.83"
"2025-12-08","219531.16","33","6652.46"
"2021-11-20","248917.61","32","7778.68"
"2016-09-03","155548.00","31","5017.68"
"2024-10-11","258059.16","39","6616.90"
"2016-05-22","100012.00","26","3846.62"
"2025-12-17","290029.18","39","7436.65"
"2019-06-25","207922.39","29","7169.74"
"2023-04-26","227550.98","36","6320.86"
"2024-11-29","336688.45","38","8860.22"
"2018-04-06","228447.86","26","8786.46"
"2022-09-04","204254.65","33","6189.53"
"2018-02-15","202234.55","26","7778.25"
"2018-05-30","205203.60","27","7600.13"
"2018-07-07","218711.30","26","8411.97"
"2015-12-07","58650.00","22","2665.91"
"2016-12-26","108561.00","30","3618.70"
"2018-12-02","145168.56","26","5583.41"
"2024-01-11","326446.05","38","8590.69"
"2015-05-25","105277.00","19","5540.89"
"2024-07-17","288293.39","38","7586.67"
"2018-02-09","201795.44","26","7761.36"
"2019-02-28","190971.53","29","6585.23"
"2022-12-05","221587.44","34","6517.28"
"2019-07-31","183242.68","28","6544.38"
"2022-04-13","231698.20","34","6814.65"
"2021-10-07","158460.57","31","5111.63"
"2020-07-16","226183.29","30","7539.44"
"2016-12-02","162378.00","31","5238.00"
"2022-11-28","255348.30","34","7510.24"
"2018-03-22","197667.01","26","7602.58"
"2020-12-06","221130.54","30","7371.02"
"2020-03-02","208915.74","30","6963.86"
"2018-12-12","201420.31","27","7460.01"
"2019-07-11","214200.62","29","7386.23"
"2023-01-02","237967.14","35","6799.06"
"2017-04-26","66329.00","21","3158.52"
"2017-02-16","51801.00","27","1918.56"
"2019-09-10","212608.48","29","7331.33"
"2016-01-08","51877.00","17","3051.59"
"2023-11-08","263430.53","35","7526.59"
"2023-02-14","253394.20","36","7038.73"
"2021-07-15","320469.72","31","10337.73"
"2015-04-17","56531.00","27","2093.74"
"2024-01-28","310707.88","38","8176.52"
"2017-09-10","105460.00","31","3401.94"
"2026-01-01","323125.75","47","6875.02"
"2023-11-14","241739.72","36","6714.99"
"2024-02-01","208182.89","39","5338.02"
"2015-12-27","129295.00","27","4788.70"
"2018-08-05","166212.56","26","6392.79"
"2025-09-24","271981.18","41","6633.69"
"2016-03-21","61694.00","25","2467.76"
"2021-05-31","181111.52","31","5842.31"
"2021-10-28","185920.04","31","5997.42"
"2025-03-08","258338.90","41","6300.95"
"2023-12-17","259474.56","36","7207.63"
"2015-02-08","158308.00","27","5863.26"
"2023-06-30","331942.19","35","9484.06"
"2022-03-31","262354.38","33","7950.13"
"2015-09-15","82775.00","19","4356.58"
"2021-01-16","232680.77","31","7505.83"
"2023-01-27","318867.90","36","8857.44"
"2019-08-18","206267.95","28","7366.71"
"2021-02-12","238285.38","32","7446.42"
"2015-05-07","99117.00","32","3097.41"
"2025-12-29","254803.36","40","6370.08"
"2020-02-26","262356.87","30","8745.23"
"2019-01-03","271415.23","29","9359.15"
"2015-08-18","133831.00","34","3936.21"
"2018-02-08","230989.64","26","8884.22"
"2020-04-01","285581.85","30","9519.40"
"2021-01-15","277625.82","31","8955.67"
"2022-05-18","207176.69","33","6278.08"
"2019-11-21","212933.42","28","7604.77"
"2015-06-17","110416.00","29","3807.45"
"2023-11-24","265558.40","36","7376.62"
"2019-11-02","154552.18","28","5519.72"
"2015-07-26","114047.00","31","3678.94"
"2021-09-19","183247.25","31","5911.20"
"2015-08-06","140013.00","35","4000.37"
"2019-12-27","132713.53","28","4739.77"
"2020-04-16","189052.90","30","6301.76"
"2024-12-16","279585.95","38","7357.53"
"2019-03-24","237655.56","29","8195.02"
"2023-09-16","219390.62","36","6094.18"
"2016-03-05","100953.00","28","3605.46"
"2024-04-26","276355.41","39","7086.04"
"2023-05-13","323952.13","36","8998.67"
"2025-11-02","395304.97","50","7906.10"
"2018-05-17","188446.93","26","7247.96"
"2021-12-01","265754.18","32","8304.82"
"2024-02-13","415426.33","38","10932.27"
"2021-11-09","252169.99","31","8134.52"
"2020-05-03","231923.26","31","7481.40"
"2024-09-02","307844.63","39","7893.45"
"2021-04-22","267662.56","31","8634.28"
"2024-05-30","307140.00","38","8082.63"
"2024-04-15","296229.83","38","7795.52"
"2021-12-28","250112.28","32","7816.01"
"2023-12-22","292495.93","35","8357.03"
"2020-07-31","190353.45","30","6345.12"
"2021-03-13","297501.82","32","9296.93"
"2023-03-23","252432.68","36","7012.02"
"2015-05-23","121351.00","26","4667.35"
"2019-12-26","249141.49","29","8591.09"
"2018-12-25","146018.23","27","5408.08"
"2024-03-23","293621.61","38","7726.88"
"2021-10-08","210504.68","32","6578.27"
"2015-04-18","80247.00","21","3821.29"
"2023-09-21","319780.67","35","9136.59"
"2022-02-23","184929.56","34","5439.10"
"2024-03-24","307261.26","38","8085.82"
"2024-10-30","331414.17","38","8721.43"
"2025-05-25","289059.63","41","7050.23"
"2019-10-04","245402.50","29","8462.16"
"2017-02-06","86301.00","26","3319.27"
"2015-11-20","132627.00","30","4420.90"
"2017-10-16","85126.00","28","3040.21"
"2020-12-17","237815.20","30","7927.17"
"2020-03-03","196251.70","31","6330.70"
"2016-06-10","78516.00","28","2804.14"
"2016-02-19","143154.00","34","4210.41"
"2019-07-06","213286.97","29","7354.72"
"2021-08-19","186755.02","31","6024.36"
"2015-05-13","85258.00","24","3552.42"
"2022-10-29","285045.21","34","8383.68"
"2020-10-11","234838.99","30","7827.97"
"2023-12-31","335486.24","35","9585.32"
"2025-07-03","263576.36","41","6428.69"
"2025-06-26","291213.61","40","7280.34"
"2015-08-12","67319.00","29","2321.34"
"2018-09-07","176478.49","26","6787.63"
"2024-11-25","257299.57","38","6771.04"
"2015-03-16","106087.00","35","3031.06"
"2020-05-30","206607.85","30","6886.93"
"2017-08-02","102243.00","23","4445.35"
"2020-01-28","300057.87","30","10001.93"
"2019-07-28","214754.71","28","7669.81"
"2021-11-26","204576.78","31","6599.25"
"2019-12-21","232181.10","29","8006.24"
"2023-11-12","272110.22","35","7774.58"
"2015-02-17","100208.00","26","3854.15"
"2015-04-14","67909.00","26","2611.88"
"2024-04-11","360111.33","39","9233.62"
"2023-05-29","315331.42","36","8759.21"
"2022-05-05","297613.59","34","8753.34"
"2021-11-16","264802.99","32","8275.09"
"2024-07-24","264126.47","38","6950.70"
"2018-10-03","243467.88","26","9364.15"
"2023-03-20","222603.33","35","6360.10"
"2021-05-29","179193.99","32","5599.81"
"2022-08-01","299335.20","34","8803.98"
"2023-05-17","311780.72","36","8660.58"
"2018-11-16","203035.60","27","7519.84"
"2025-05-14","308076.52","41","7514.06"
"2025-07-30","327042.54","41","7976.65"
"2020-07-04","246760.21","30","8225.34"
"2019-01-29","208982.51","29","7206.29"
"2021-09-04","253285.42","32","7915.17"
"2022-05-13","229981.34","34","6764.16"
"2017-12-21","90211.00","26","3469.65"
"2021-08-14","241890.40","31","7802.92"
"2016-12-16","101392.00","29","3496.28"
"2021-03-01","257966.96","31","8321.51"
"2017-11-03","89404.00","30","2980.13"
"2016-12-15","63904.00","32","1997.00"
"2025-03-23","295603.19","41","7209.83"
"2015-12-05","139898.00","36","3886.06"
"2024-04-08","305368.77","38","8036.02"
"2022-05-15","242894.97","33","7360.45"
"2017-06-05","74321.00","33","2252.15"
"2016-11-19","41522.00","20","2076.10"
"2015-11-25","80228.00","20","4011.40"
"2018-06-14","204938.67","27","7590.32"
"2023-01-18","268644.11","35","7675.55"
"2024-10-22","367629.68","38","9674.47"
"2017-01-21","76159.00","30","2538.63"
"2025-07-31","267147.38","41","6515.79"
"2020-03-25","191344.64","30","6378.15"
"2017-10-05","121720.00","33","3688.48"
"2019-11-29","229564.07","28","8198.72"
"2015-01-23","85602.00","25","3424.08"
"2023-05-24","214427.07","36","5956.31"
"2021-09-23","256134.35","31","8262.40"
"2020-08-07","239149.35","30","7971.65"
"2022-01-21","188484.90","33","5711.66"
"2023-12-21","367824.95","35","10509.28"
"2016-09-01","63012.00","24","2625.50"
"2016-04-24","94243.00","26","3624.73"
"2018-07-02","168884.77","26","6495.57"
"2021-09-14","137546.70","31","4436.99"
"2023-12-30","246020.51","36","6833.90"
"2022-04-09","268593.43","34","7899.81"
"2022-09-02","274990.92","34","8087.97"
"2020-04-14","279100.19","30","9303.34"
"2018-06-11","145926.13","26","5612.54"
"2024-04-22","245613.80","39","6297.79"
"2021-03-30","256235.16","32","8007.35"
"2025-03-01","235140.48","41","5735.13"
"2022-06-20","280394.20","33","8496.79"
"2025-01-26","290135.79","41","7076.48"
"2024-07-06","248320.83","38","6534.76"
"2018-03-14","164877.06","26","6341.43"
"2023-07-08","243810.68","35","6966.02"
"2015-01-08","93435.00","29","3221.90"
"2017-04-27","83986.00","25","3359.44"
"2020-05-26","242822.42","30","8094.08"
"2024-06-12","284807.08","39","7302.75"
"2024-03-10","288145.70","38","7582.78"
"2020-07-06","225974.13","30","7532.47"
"2019-12-14","187892.61","29","6479.06"
"2016-05-04","140424.00","32","4388.25"
"2018-07-16","218761.74","27","8102.29"
"2022-12-30","246982.34","34","7264.19"
"2020-11-01","222494.34","30","7416.48"
"2023-11-11","255248.54","35","7292.82"
"2018-05-02","145182.91","26","5583.96"
"2022-06-22","234046.98","34","6883.73"
"2017-09-22","90352.00","19","4755.37"
"2017-12-03","113648.00","31","3666.06"
"2019-02-18","249855.14","29","8615.69"
"2021-11-01","165862.54","32","5183.20"
"2021-01-14","249763.59","32","7805.11"
"2020-01-16","240520.96","30","8017.37"
"2017-12-04","85041.00","21","4049.57"
"2020-10-28","184899.76","30","6163.33"
"2020-03-06","186636.32","30","6221.21"
"2017-04-11","104836.00","30","3494.53"
"2025-08-04","294392.23","41","7180.30"
"2018-12-29","232969.05","27","8628.48"
"2017-06-25","127455.00","29","4395.00"
"2017-02-24","41417.00","25","1656.68"
"2018-07-08","224511.60","27","8315.24"
"2016-12-19","56346.00","18","3130.33"
"2019-09-27","165858.98","28","5923.54"
"2022-04-17","222139.06","34","6533.50"
"2015-02-19","45321.00","18","2517.83"
"2025-12-13","398166.58","45","8848.15"
"2024-08-31","273083.63","39","7002.14"
"2021-04-12","225349.19","31","7269.33"
"2018-04-11","137377.25","27","5088.05"
"2017-03-25","71594.00","32","2237.31"
"2020-02-22","184527.43","30","6150.91"
"2017-12-25","50811.00","20","2540.55"
"2025-08-30","279458.33","40","6986.46"
"2019-08-31","251206.69","29","8662.30"
"2016-02-16","65974.00","21","3141.62"
"2023-06-27","215614.26","36","5989.29"
"2020-03-28","272212.38","30","9073.75"
"2019-01-23","236801.22","29","8165.56"
"2018-06-22","194421.83","26","7477.76"
"2021-02-15","171141.86","31","5520.71"
"2017-11-27","120658.00","37","3261.03"
"2016-02-11","53308.00","16","3331.75"
"2022-10-13","222829.60","33","6752.41"
"2022-06-01","277536.56","33","8410.20"
"2019-11-26","222335.12","29","7666.73"
"2025-07-18","333422.36","41","8132.25"
"2020-02-27","193694.34","30","6456.48"
"2024-04-30","280340.02","39","7188.21"
"2018-04-20","204276.22","26","7856.78"
"2016-03-09","169957.00","29","5860.59"
"2015-06-27","94979.00","25","3799.16"
"2022-11-18","176654.45","34","5195.72"
"2023-01-25","256078.39","36","7113.29"
"2025-01-05","320589.60","41","7819.26"
"2022-12-26","217863.31","33","6601.92"
"2018-07-28","188366.58","26","7244.87"
"2025-09-27","337725.04","40","8443.13"
"2015-08-04","100011.00","21","4762.43"
"2020-06-27","260313.74","31","8397.22"
"2020-08-25","232174.91","30","7739.16"
"2023-11-02","214151.87","35","6118.62"
"2021-11-06","224306.58","31","7235.70"
"2022-02-07","232360.00","34","6834.12"
"2024-07-15","231210.95","39","5928.49"
"2015-08-13","39630.00","19","2085.79"
"2024-12-29","321262.96","39","8237.51"
"2021-08-26","248707.90","32","7772.12"
"2020-11-11","193756.39","30","6458.55"
"2016-09-07","124606.00","26","4792.54"
"2018-04-04","210570.54","27","7798.91"
"2024-09-18","243851.12","38","6417.13"
"2025-06-07","308157.01","41","7516.02"
"2024-05-23","255696.92","38","6728.87"
"2016-04-15","137841.00","32","4307.53"
"2024-12-21","323159.32","38","8504.19"
"2022-10-03","247945.56","34","7292.52"
"2016-08-16","82558.00","20","4127.90"
"2024-09-21","263360.09","39","6752.82"
"2017-11-18","85909.00","28","3068.18"
"2019-03-10","233530.41","29","8052.77"
"2015-08-11","114468.00","26","4402.62"
"2022-08-18","197444.16","34","5807.18"
"2024-02-05","223125.59","39","5721.17"
"2025-12-03","356678.49","49","7279.15"
"2019-05-10","153645.75","28","5487.35"
"2024-11-14","318503.88","39","8166.77"
"2016-11-10","104620.00","23","4548.70"
"2019-11-22","175428.00","28","6265.29"
"2015-08-25","61473.00","14","4390.93"
"2025-03-07","245355.72","41","5984.29"
"2020-06-12","184359.41","30","6145.31"
"2024-11-17","275323.08","38","7245.34"
"2024-02-04","274859.97","38","7233.16"
"2018-05-03","155233.63","27","5749.39"
"2024-12-02","293586.41","39","7527.86"
"2024-07-16","308883.83","38","8128.52"
"2021-09-21","172436.65","31","5562.47"
"2025-05-09","272499.19","41","6646.32"
"2023-03-26","297719.33","36","8269.98"
"2017-03-03","40925.00","27","1515.74"
"2024-06-16","295059.29","38","7764.72"
"2023-01-04","215737.94","35","6163.94"
"2024-01-13","231407.33","38","6089.67"
"2018-12-27","255134.09","26","9812.85"
"2019-08-13","203878.70","29","7030.30"
"2015-06-14","70938.00","24","2955.75"
"2022-03-07","229406.87","34","6747.26"
"2019-05-12","287453.33","29","9912.18"
"2021-07-30","194024.97","31","6258.87"
"2017-01-12","103505.00","29","3569.14"
"2025-01-13","310596.29","41","7575.52"
"2016-06-12","56349.00","22","2561.32"
"2022-09-18","212574.67","34","6252.20"
"2016-06-01","91771.00","21","4370.05"
"2021-04-19","237848.27","32","7432.76"
"2024-01-25","280299.54","38","7376.30"
"2023-12-23","267814.84","35","7651.85"
"2017-02-21","141974.00","32","4436.69"
"2021-02-05","201775.07","32","6305.47"
"2018-04-30","185817.42","26","7146.82"
"2019-07-15","195772.11","29","6750.76"
"2025-07-08","346462.06","41","8450.29"
"2021-07-02","311108.09","31","10035.74"
"2019-06-03","193539.18","29","6673.76"
"2021-05-07","220026.93","31","7097.64"
"2019-06-28","174594.67","28","6235.52"
"2023-03-19","275156.91","35","7861.63"
"2019-06-21","230427.76","28","8229.56"
"2024-08-26","250136.36","38","6582.54"
"2023-06-22","336516.51","35","9614.76"
"2017-01-04","118734.00","25","4749.36"
"2024-07-30","346974.07","39","8896.77"
"2025-05-28","350918.36","41","8558.98"
"2018-07-10","178506.57","26","6865.64"
"2022-01-20","291244.33","33","8825.59"
"2016-08-05","114386.00","22","5199.36"
"2019-10-11","295579.70","29","10192.40"
"2020-12-07","236601.87","30","7886.73"
"2018-06-19","171667.40","26","6602.59"
"2025-07-24","254771.24","41","6213.93"
"2016-10-23","163656.00","32","5114.25"
"2022-08-11","318360.16","34","9363.53"
"2017-02-14","156495.00","40","3912.38"
"2024-08-08","195289.39","39","5007.42"
"2025-10-08","281965.00","41","6877.20"
"2018-10-19","190677.95","26","7333.77"
"2024-02-03","311718.73","38","8203.12"
"2015-01-12","117847.00","24","4910.29"
"2020-04-11","238090.65","30","7936.36"
"2020-06-22","225397.13","30","7513.24"
"2024-10-29","259572.34","38","6830.85"
"2021-04-18","268640.14","32","8395.00"
"2021-05-20","203700.10","31","6570.97"
"2024-10-23","284886.38","39","7304.78"
"2015-02-07","49551.00","20","2477.55"
"2020-03-27","206462.95","30","6882.10"
"2020-10-16","244109.81","30","8136.99"
"2016-05-09","102388.00","31","3302.84"
"2022-04-03","232052.76","33","7031.90"
"2017-12-23","57437.00","26","2209.12"
"2016-08-02","69129.00","23","3005.61"
"2018-04-01","296699.68","26","11411.53"
"2024-04-18","247169.34","38","6504.46"
"2023-11-03","271569.43","35","7759.13"
"2023-07-31","219914.77","35","6283.28"
"2017-09-04","110638.00","33","3352.67"
"2020-09-04","180130.55","30","6004.35"
"2022-12-01","221113.15","33","6700.40"
"2022-04-22","210864.65","34","6201.90"
"2020-10-31","251698.68","30","8389.96"
"2015-04-01","62324.00","18","3462.44"
"2020-12-15","231506.11","30","7716.87"
"2015-09-06","71248.00","22","3238.55"
"2016-12-01","89159.00","20","4457.95"
"2021-07-13","275148.43","32","8598.39"
"2025-11-24","342687.48","48","7139.32"
"2017-09-25","78421.00","27","2904.48"
"2017-07-06","139580.00","31","4502.58"
"2023-06-10","263101.59","35","7517.19"
"2025-05-22","301414.83","41","7351.58"
"2024-07-01","312132.71","38","8214.02"
"2019-10-20","204457.76","28","7302.06"
"2018-10-15","220901.40","26","8496.21"
"2021-10-15","191807.58","32","5993.99"
"2015-07-20","99571.00","28","3556.11"
"2019-12-29","192744.12","28","6883.72"
"2021-12-03","217171.36","31","7005.53"
"2021-06-06","238364.48","31","7689.18"
"2023-04-19","327506.23","35","9357.32"
"2022-12-06","238457.35","33","7225.98"
"2020-08-31","192998.46","30","6433.28"
"2020-09-16","235701.27","30","7856.71"
"2025-08-12","287474.47","41","7011.57"
"2021-07-08","247204.87","31","7974.35"
"2024-04-06","281510.68","38","7408.18"
"2016-08-10","132220.00","30","4407.33"
"2025-11-12","322662.47","41","7869.82"
"2024-08-17","315127.35","38","8292.83"
"2020-05-06","269106.52","30","8970.22"
"2022-03-11","312017.64","33","9455.08"
"2021-01-04","232596.90","31","7503.13"
"2025-08-16","338424.70","41","8254.26"
"2025-02-24","390294.90","41","9519.39"
"2021-07-17","279441.84","31","9014.25"
"2019-08-24","195772.26","29","6750.77"
"2025-07-09","291427.54","40","7285.69"
"2023-04-02","244252.19","36","6784.78"
"2024-07-18","356133.77","38","9371.94"
"2020-02-29","245679.43","30","8189.31"
"2023-03-29","265766.68","36","7382.41"
"2024-01-31","294702.43","38","7755.33"
"2017-07-27","91092.00","29","3141.10"
"2025-08-28","353355.53","40","8833.89"
"2023-10-17","215814.48","35","6166.13"
"2024-01-15","284997.40","38","7499.93"
"2017-08-04","121329.00","34","3568.50"
"2019-12-25","180688.28","29","6230.63"
"2021-07-12","284245.90","31","9169.22"
"2015-07-06","77283.00","24","3220.13"
"2022-01-08","263168.85","34","7740.26"
"2016-06-23","67191.00","25","2687.64"
"2024-08-28","271704.15","38","7150.11"
"2025-10-19","256969.11","41","6267.54"
"2018-02-13","175857.74","26","6763.76"
"2015-11-10","95386.00","21","4542.19"
"2019-01-08","180434.65","29","6221.88"
"2025-09-06","275814.23","40","6895.36"
"2017-12-18","89417.00","26","3439.12"
"2015-06-26","61452.00","20","3072.60"
"2017-03-18","116123.00","32","3628.84"
"2025-05-07","309413.60","41","7546.67"
"2016-08-03","91287.00","34","2684.91"
"2020-10-19","187840.39","30","6261.35"
"2021-07-06","268307.94","31","8655.09"
"2015-01-04","85684.00","28","3060.14"
"2025-10-21","297848.95","41","7264.61"
"2023-04-18","248229.54","35","7092.27"
"2023-02-09","248425.20","35","7097.86"
"2022-09-21","277269.09","34","8154.97"
"2019-05-24","179099.47","28","6396.41"
"2025-11-20","314805.70","47","6697.99"
"2018-09-13","175156.07","27","6487.26"
"2023-03-07","264801.19","36","7355.59"
"2023-07-25","299977.85","35","8570.80"
"2023-07-03","274931.10","35","7855.17"
"2024-03-14","264542.90","38","6961.66"
"2017-11-10","70087.00","28","2503.11"
"2018-11-22","264288.79","26","10164.95"
"2021-07-31","288363.08","31","9302.03"
"2019-12-24","179085.08","28","6395.90"
"2020-01-08","181296.55","30","6043.22"
"2022-11-06","281206.71","33","8521.42"
"2019-03-04","242443.33","29","8360.11"
"2016-01-04","82742.00","24","3447.58"
"2024-04-20","266761.30","38","7020.03"
"2016-10-02","91760.00","26","3529.23"
"2015-03-18","72695.00","25","2907.80"
"2021-02-22","221049.11","31","7130.62"
"2022-09-06","250494.34","34","7367.48"
"2016-01-14","45861.00","26","1763.88"
"2017-03-26","97890.00","28","3496.07"
"2021-01-02","214313.53","31","6913.34"
"2020-05-02","228163.02","30","7605.43"
"2016-07-27","100177.00","29","3454.38"
"2016-03-19","86489.00","24","3603.71"
"2018-08-03","167934.56","26","6459.02"
"2017-03-09","147878.00","39","3791.74"
"2016-10-13","37413.00","22","1700.59"
"2020-05-27","309301.17","31","9977.46"
"2024-11-03","270116.66","39","6926.07"
"2025-04-05","225851.70","40","5646.29"
"2016-08-22","99257.00","25","3970.28"
"2023-10-27","269721.09","36","7492.25"
"2015-10-09","58060.00","28","2073.57"
"2021-04-09","256673.69","31","8279.80"
"2018-11-23","181429.36","26","6978.05"
"2021-06-09","214632.48","32","6707.27"
"2019-08-26","250766.33","28","8955.94"
"2024-01-23","215934.35","39","5536.78"
"2020-07-21","210344.05","30","7011.47"
"2020-03-30","235722.00","30","7857.40"
"2024-10-14","268781.66","38","7073.20"
"2015-08-23","86963.00","19","4577.00"
"2021-03-02","179333.10","32","5604.16"
"2024-01-07","234284.45","39","6007.29"
"2021-06-23","221965.31","32","6936.42"
"2024-07-22","305842.95","38","8048.50"
"2019-05-20","192662.22","28","6880.79"
"2023-07-07","253784.08","35","7250.97"
"2023-12-09","259648.56","36","7212.46"
"2022-03-15","292731.41","34","8609.75"
"2018-12-08","209500.40","26","8057.71"
"2018-03-04","208705.18","27","7729.82"
"2025-03-18","385380.93","40","9634.52"
"2021-05-17","265495.85","31","8564.38"
"2015-05-10","53679.00","25","2147.16"
"2024-09-19","221049.90","38","5817.10"
"2025-10-07","261440.92","41","6376.61"
"2019-07-23","269814.36","29","9303.94"
"2025-07-11","344870.77","41","8411.48"
"2015-08-14","65508.00","23","2848.17"
"2024-06-25","274290.57","39","7033.09"
"2025-04-06","280074.63","40","7001.87"
"2021-06-14","225311.29","31","7268.11"
"2017-07-21","113981.00","27","4221.52"
"2025-11-01","304165.79","40","7604.14"
"2025-03-09","307304.02","40","7682.60"
"2020-01-18","276158.57","30","9205.29"
"2015-06-02","94606.00","22","4300.27"
"2016-08-20","110351.00","25","4414.04"
"2023-02-15","341650.68","36","9490.30"
"2022-11-14","241137.24","33","7307.19"
"2018-06-23","186205.42","26","7161.75"
"2022-08-04","364315.85","33","11039.87"
"2018-03-20","119750.60","27","4435.21"
"2017-01-07","73422.00","22","3337.36"
"2020-02-19","247281.10","30","8242.70"
"2022-03-25","255068.15","34","7502.00"
"2018-09-14","229734.09","26","8835.93"
"2023-11-05","238619.95","36","6628.33"
"2021-09-18","180161.70","31","5811.67"
"2022-03-20","235265.85","34","6919.58"
"2024-01-05","232079.17","39","5950.75"
"2021-08-11","244009.92","31","7871.29"
"2021-04-11","181183.96","31","5844.64"
"2016-12-11","139947.00","33","4240.82"
"2019-07-24","226359.50","28","8084.27"
"2021-05-19","225502.09","32","7046.94"
"2020-12-19","222645.06","30","7421.50"
"2018-08-09","169330.92","26","6512.73"
"2020-10-20","200350.43","30","6678.35"
"2023-04-12","272312.38","35","7780.35"
"2020-06-08","162674.35","30","5422.48"
"2022-10-30","254293.35","33","7705.86"
"2017-02-13","137066.00","37","3704.49"
"2024-08-07","344302.19","38","9060.58"
"2020-11-13","185041.87","30","6168.06"
"2021-03-26","218801.99","31","7058.13"
"2019-10-13","191856.05","29","6615.73"
"2020-02-04","249063.66","31","8034.31"
"2023-07-29","195756.65","36","5437.68"
"2017-11-12","56430.00","20","2821.50"
"2019-02-21","219752.13","29","7577.66"
"2019-11-28","162318.60","29","5597.19"
"2024-05-24","247301.43","38","6507.93"
"2018-09-10","189973.76","26","7306.68"
"2022-08-24","176051.46","34","5177.98"
"2022-11-01","251410.59","34","7394.43"
"2020-01-10","217357.79","30","7245.26"
"2016-06-26","103073.00","31","3324.94"
"2018-09-23","172080.90","27","6373.37"
"2020-03-23","221530.50","30","7384.35"
"2019-06-01","195113.77","29","6728.06"
"2022-06-26","273287.87","34","8037.88"
"2016-11-17","121784.00","32","3805.75"
"2025-01-03","260113.24","41","6344.23"
"2019-08-01","192675.23","29","6643.97"
"2017-01-14","79499.00","29","2741.34"
"2015-07-02","77433.00","24","3226.38"
"2025-11-19","272246.21","40","6806.16"
"2019-10-08","279299.95","29","9631.03"
"2022-07-15","225670.08","33","6838.49"
"2022-11-12","219346.13","33","6646.85"
"2021-03-15","221841.22","32","6932.54"
"2017-12-02","92919.00","27","3441.44"
"2022-03-28","274978.01","34","8087.59"
"2020-06-01","230708.19","30","7690.27"
"2017-03-04","33859.00","22","1539.05"
"2018-05-31","186045.56","26","7155.60"
"2019-03-07","250875.26","29","8650.87"
"2017-11-05","111428.00","24","4642.83"
"2022-11-17","285536.49","34","8398.13"
"2016-06-02","71133.00","21","3387.29"
"2022-08-21","251435.94","34","7395.17"
"2020-02-20","158408.64","30","5280.29"
"2023-05-12","286673.48","35","8190.67"
"2020-12-10","244373.95","30","8145.80"
"2023-05-25","277934.50","36","7720.40"
"2025-07-27","324038.53","41","7903.38"
"2021-12-07","207880.82","32","6496.28"
"2023-09-28","194886.24","36","5413.51"
"2018-01-03","187966.15","26","7229.47"
"2015-10-11","72645.00","25","2905.80"
"2021-10-19","249148.23","32","7785.88"
"2024-12-18","353887.09","39","9074.03"
"2017-05-14","124442.00","29","4291.10"
"2016-11-12","112416.00","34","3306.35"
"2023-06-15","228979.69","36","6360.55"
"2021-09-09","231760.96","32","7242.53"
"2025-10-04","306259.92","41","7469.75"
"2016-07-21","118055.00","23","5132.83"
"2023-10-12","196760.05","36","5465.56"
"2019-09-13","209170.92","29","7212.79"
"2017-11-11","38015.00","15","2534.33"
"2017-09-18","101194.00","32","3162.31"
"2022-06-14","218817.69","33","6630.84"
"2021-08-25","229452.71","31","7401.70"
